Scenario,Region,Variable,Type,Year,Value
Current Policies,New Brunswick,Uranium,Primary Fuel,2006,680
Current Policies,New Brunswick,Uranium,Primary Fuel,2007,680
Current Policies,New Brunswick,Uranium,Primary Fuel,2008,680
Current Policies,New Brunswick,Uranium,Primary Fuel,2009,680
Current Policies,New Brunswick,Uranium,Primary Fuel,2010,680
Current Policies,New Brunswick,Uranium,Primary Fuel,2011,680
Current Policies,New Brunswick,Uranium,Primary Fuel,2012,680
Current Policies,New Brunswick,Uranium,Primary Fuel,2013,705
Current Policies,New Brunswick,Uranium,Primary Fuel,2014,705
Current Policies,New Brunswick,Uranium,Primary Fuel,2015,705
Current Policies,New Brunswick,Uranium,Primary Fuel,2016,705
Current Policies,New Brunswick,Uranium,Primary Fuel,2017,705
Current Policies,New Brunswick,Uranium,Primary Fuel,2018,705
Current Policies,New Brunswick,Uranium,Primary Fuel,2019,705
Current Policies,New Brunswick,Uranium,Primary Fuel,2020,705
Current Policies,New Brunswick,Uranium,Primary Fuel,2021,705
Current Policies,New Brunswick,Uranium,Primary Fuel,2022,705
Current Policies,New Brunswick,Uranium,Primary Fuel,2023,705
Current Policies,New Brunswick,Uranium,Primary Fuel,2024,705
Current Policies,New Brunswick,Uranium,Primary Fuel,2025,705
Current Policies,New Brunswick,Uranium,Primary Fuel,2026,705
Current Policies,New Brunswick,Uranium,Primary Fuel,2027,705
Current Policies,New Brunswick,Uranium,Primary Fuel,2028,705
Current Policies,New Brunswick,Uranium,Primary Fuel,2029,705
Current Policies,New Brunswick,Uranium,Primary Fuel,2030,705
Current Policies,New Brunswick,Uranium,Primary Fuel,2031,705
Current Policies,New Brunswick,Uranium,Primary Fuel,2032,705
Current Policies,New Brunswick,Uranium,Primary Fuel,2033,705
Current Policies,New Brunswick,Uranium,Primary Fuel,2034,705
Current Policies,New Brunswick,Uranium,Primary Fuel,2035,705
Current Policies,New Brunswick,Uranium,Primary Fuel,2036,705
Current Policies,New Brunswick,Uranium,Primary Fuel,2037,705
Current Policies,New Brunswick,Uranium,Primary Fuel,2038,705
Current Policies,New Brunswick,Uranium,Primary Fuel,2039,705
Current Policies,New Brunswick,Uranium,Primary Fuel,2040,705
Current Policies,New Brunswick,Uranium,Primary Fuel,2041,0
Current Policies,New Brunswick,Uranium,Primary Fuel,2042,0
Current Policies,New Brunswick,Uranium,Primary Fuel,2043,0
Current Policies,New Brunswick,Uranium,Primary Fuel,2044,679
Current Policies,New Brunswick,Uranium,Primary Fuel,2045,679
Current Policies,New Brunswick,Uranium,Primary Fuel,2046,679
Current Policies,New Brunswick,Uranium,Primary Fuel,2047,679
Current Policies,New Brunswick,Uranium,Primary Fuel,2048,679
Current Policies,New Brunswick,Uranium,Primary Fuel,2049,679
Current Policies,New Brunswick,Uranium,Primary Fuel,2050,679
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2005,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2006,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2007,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2008,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2009,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2010,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2011,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2012,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2013,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2014,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2015,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2016,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2017,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2018,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2019,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2020,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2021,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2022,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2023,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2024,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2025,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2026,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2027,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2028,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2029,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2030,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2031,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2032,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2033,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2034,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2035,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2036,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2037,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2038,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2039,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2040,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2041,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2042,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2043,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2044,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2045,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2046,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2047,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2048,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2049,0
Current Policies,Newfoundland and Labrador,Uranium,Primary Fuel,2050,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2005,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2006,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2007,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2008,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2009,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2010,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2011,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2012,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2013,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2014,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2015,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2016,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2017,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2018,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2019,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2020,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2021,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2022,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2023,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2024,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2025,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2026,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2027,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2028,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2029,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2030,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2031,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2032,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2033,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2034,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2035,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2036,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2037,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2038,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2039,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2040,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2041,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2042,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2043,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2044,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2045,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2046,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2047,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2048,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2049,0
Current Policies,Nova Scotia,Uranium,Primary Fuel,2050,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2005,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2006,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2007,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2008,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2009,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2010,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2011,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2012,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2013,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2014,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2015,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2016,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2017,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2018,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2019,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2020,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2021,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2022,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2023,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2024,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2025,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2026,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2027,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2028,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2029,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2030,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2031,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2032,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2033,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2034,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2035,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2036,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2037,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2038,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2039,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2040,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2041,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2042,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2043,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2044,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2045,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2046,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2047,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2048,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2049,0
Current Policies,Northwest Territories,Uranium,Primary Fuel,2050,0
Current Policies,Nunavut,Uranium,Primary Fuel,2005,0
Current Policies,Nunavut,Uranium,Primary Fuel,2006,0
Current Policies,Nunavut,Uranium,Primary Fuel,2007,0
Current Policies,Nunavut,Uranium,Primary Fuel,2008,0
Current Policies,Nunavut,Uranium,Primary Fuel,2009,0
Current Policies,Nunavut,Uranium,Primary Fuel,2010,0
Current Policies,Nunavut,Uranium,Primary Fuel,2011,0
Current Policies,Nunavut,Uranium,Primary Fuel,2012,0
Current Policies,Nunavut,Uranium,Primary Fuel,2013,0
Current Policies,Nunavut,Uranium,Primary Fuel,2014,0
Current Policies,Nunavut,Uranium,Primary Fuel,2015,0
Current Policies,Nunavut,Uranium,Primary Fuel,2016,0
Current Policies,Nunavut,Uranium,Primary Fuel,2017,0
Current Policies,Nunavut,Uranium,Primary Fuel,2018,0
Current Policies,Nunavut,Uranium,Primary Fuel,2019,0
Current Policies,Nunavut,Uranium,Primary Fuel,2020,0
Current Policies,Nunavut,Uranium,Primary Fuel,2021,0
Current Policies,Nunavut,Uranium,Primary Fuel,2022,0
Current Policies,Nunavut,Uranium,Primary Fuel,2023,0
Current Policies,Nunavut,Uranium,Primary Fuel,2024,0
Current Policies,Nunavut,Uranium,Primary Fuel,2025,0
Current Policies,Nunavut,Uranium,Primary Fuel,2026,0
Current Policies,Nunavut,Uranium,Primary Fuel,2027,0
Current Policies,Nunavut,Uranium,Primary Fuel,2028,0
Current Policies,Nunavut,Uranium,Primary Fuel,2029,0
Current Policies,Nunavut,Uranium,Primary Fuel,2030,0
Current Policies,Nunavut,Uranium,Primary Fuel,2031,0
Current Policies,Nunavut,Uranium,Primary Fuel,2032,0
Current Policies,Nunavut,Uranium,Primary Fuel,2033,0
Current Policies,Nunavut,Uranium,Primary Fuel,2034,0
Current Policies,Nunavut,Uranium,Primary Fuel,2035,0
Current Policies,Nunavut,Uranium,Primary Fuel,2036,0
Current Policies,Nunavut,Uranium,Primary Fuel,2037,0
Current Policies,Nunavut,Uranium,Primary Fuel,2038,0
Current Policies,Nunavut,Uranium,Primary Fuel,2039,0
Current Policies,Nunavut,Uranium,Primary Fuel,2040,0
Current Policies,Nunavut,Uranium,Primary Fuel,2041,0
Current Policies,Nunavut,Uranium,Primary Fuel,2042,0
Current Policies,Nunavut,Uranium,Primary Fuel,2043,0
Current Policies,Nunavut,Uranium,Primary Fuel,2044,0
Current Policies,Nunavut,Uranium,Primary Fuel,2045,0
Current Policies,Nunavut,Uranium,Primary Fuel,2046,0
Current Policies,Nunavut,Uranium,Primary Fuel,2047,0
Current Policies,Nunavut,Uranium,Primary Fuel,2048,0
Current Policies,Nunavut,Uranium,Primary Fuel,2049,0
Current Policies,Nunavut,Uranium,Primary Fuel,2050,0
Current Policies,Ontario,Uranium,Primary Fuel,2005,11450
Current Policies,Ontario,Uranium,Primary Fuel,2006,11990
Current Policies,Ontario,Uranium,Primary Fuel,2007,11990
Current Policies,Ontario,Uranium,Primary Fuel,2008,11990
Current Policies,Ontario,Uranium,Primary Fuel,2009,11990
Current Policies,Ontario,Uranium,Primary Fuel,2010,11990
Current Policies,Ontario,Uranium,Primary Fuel,2011,11990
Current Policies,Ontario,Uranium,Primary Fuel,2012,11990
Current Policies,Ontario,Uranium,Primary Fuel,2013,13640
Current Policies,Ontario,Uranium,Primary Fuel,2014,13568
Current Policies,Ontario,Uranium,Primary Fuel,2015,13568
Current Policies,Ontario,Uranium,Primary Fuel,2016,13568
Current Policies,Ontario,Uranium,Primary Fuel,2017,12633
Current Policies,Ontario,Uranium,Primary Fuel,2018,12633
Current Policies,Ontario,Uranium,Primary Fuel,2019,12633
Current Policies,Ontario,Uranium,Primary Fuel,2020,11808
Current Policies,Ontario,Uranium,Primary Fuel,2021,11808
Current Policies,Ontario,Uranium,Primary Fuel,2022,10873
Current Policies,Ontario,Uranium,Primary Fuel,2023,9113
Current Policies,Ontario,Uranium,Primary Fuel,2024,10873
Current Policies,Ontario,Uranium,Primary Fuel,2025,8971
Current Policies,Ontario,Uranium,Primary Fuel,2026,7746
Current Policies,Ontario,Uranium,Primary Fuel,2027,8684
Current Policies,Ontario,Uranium,Primary Fuel,2028,9524
Current Policies,Ontario,Uranium,Primary Fuel,2029,8702
Current Policies,Ontario,Uranium,Primary Fuel,2030,9542
Current Policies,Ontario,Uranium,Primary Fuel,2031,8720
Current Policies,Ontario,Uranium,Primary Fuel,2032,9560
Current Policies,Ontario,Uranium,Primary Fuel,2033,9565
Current Policies,Ontario,Uranium,Primary Fuel,2034,10405
Current Policies,Ontario,Uranium,Primary Fuel,2035,10405
Current Policies,Ontario,Uranium,Primary Fuel,2036,10405
Current Policies,Ontario,Uranium,Primary Fuel,2037,10410
Current Policies,Ontario,Uranium,Primary Fuel,2038,10410
Current Policies,Ontario,Uranium,Primary Fuel,2039,10420
Current Policies,Ontario,Uranium,Primary Fuel,2040,10440
Current Policies,Ontario,Uranium,Primary Fuel,2041,10460
Current Policies,Ontario,Uranium,Primary Fuel,2042,10480
Current Policies,Ontario,Uranium,Primary Fuel,2043,10500
Current Policies,Ontario,Uranium,Primary Fuel,2044,10525
Current Policies,Ontario,Uranium,Primary Fuel,2045,10550
Current Policies,Ontario,Uranium,Primary Fuel,2046,10600
Current Policies,Ontario,Uranium,Primary Fuel,2047,10700
Current Policies,Ontario,Uranium,Primary Fuel,2048,10800
Current Policies,Ontario,Uranium,Primary Fuel,2049,10900
Current Policies,Ontario,Uranium,Primary Fuel,2050,10900
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2005,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2006,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2007,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2008,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2009,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2010,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2011,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2012,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2013,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2014,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2015,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2016,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2017,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2018,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2019,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2020,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2021,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2022,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2023,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2024,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2025,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2026,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2027,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2028,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2029,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2030,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2031,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2032,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2033,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2034,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2035,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2036,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2037,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2038,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2039,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2040,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2041,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2042,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2043,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2044,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2045,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2046,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2047,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2048,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2049,0
Current Policies,Prince Edward Island,Uranium,Primary Fuel,2050,0
Current Policies,Quebec,Uranium,Primary Fuel,2005,675
Current Policies,Quebec,Uranium,Primary Fuel,2006,675
Current Policies,Quebec,Uranium,Primary Fuel,2007,675
Current Policies,Quebec,Uranium,Primary Fuel,2008,675
Current Policies,Quebec,Uranium,Primary Fuel,2009,675
Current Policies,Quebec,Uranium,Primary Fuel,2010,675
Current Policies,Quebec,Uranium,Primary Fuel,2011,675
Current Policies,Quebec,Uranium,Primary Fuel,2012,675
Current Policies,Quebec,Uranium,Primary Fuel,2013,0
Current Policies,Quebec,Uranium,Primary Fuel,2014,0
Current Policies,Quebec,Uranium,Primary Fuel,2015,0
Current Policies,Quebec,Uranium,Primary Fuel,2016,0
Current Policies,Quebec,Uranium,Primary Fuel,2017,0
Current Policies,Quebec,Uranium,Primary Fuel,2018,0
Current Policies,Quebec,Uranium,Primary Fuel,2019,0
Current Policies,Quebec,Uranium,Primary Fuel,2020,0
Current Policies,Quebec,Uranium,Primary Fuel,2021,0
Current Policies,Quebec,Uranium,Primary Fuel,2022,0
Current Policies,Quebec,Uranium,Primary Fuel,2023,0
Current Policies,Quebec,Uranium,Primary Fuel,2024,0
Current Policies,Quebec,Uranium,Primary Fuel,2025,0
Current Policies,Quebec,Uranium,Primary Fuel,2026,0
Current Policies,Quebec,Uranium,Primary Fuel,2027,0
Current Policies,Quebec,Uranium,Primary Fuel,2028,0
Current Policies,Quebec,Uranium,Primary Fuel,2029,0
Current Policies,Quebec,Uranium,Primary Fuel,2030,0
Current Policies,Quebec,Uranium,Primary Fuel,2031,0
Current Policies,Quebec,Uranium,Primary Fuel,2032,0
Current Policies,Quebec,Uranium,Primary Fuel,2033,0
Current Policies,Quebec,Uranium,Primary Fuel,2034,0
Current Policies,Quebec,Uranium,Primary Fuel,2035,0
Current Policies,Quebec,Uranium,Primary Fuel,2036,0
Current Policies,Quebec,Uranium,Primary Fuel,2037,0
Current Policies,Quebec,Uranium,Primary Fuel,2038,0
Current Policies,Quebec,Uranium,Primary Fuel,2039,0
Current Policies,Quebec,Uranium,Primary Fuel,2040,0
Current Policies,Quebec,Uranium,Primary Fuel,2041,0
Current Policies,Quebec,Uranium,Primary Fuel,2042,0
Current Policies,Quebec,Uranium,Primary Fuel,2043,0
Current Policies,Quebec,Uranium,Primary Fuel,2044,0
Current Policies,Quebec,Uranium,Primary Fuel,2045,0
Current Policies,Quebec,Uranium,Primary Fuel,2046,0
Current Policies,Quebec,Uranium,Primary Fuel,2047,0
Current Policies,Quebec,Uranium,Primary Fuel,2048,0
Current Policies,Quebec,Uranium,Primary Fuel,2049,0
Current Policies,Quebec,Uranium,Primary Fuel,2050,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2005,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2006,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2007,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2008,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2009,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2010,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2011,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2012,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2013,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2014,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2015,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2016,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2017,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2018,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2019,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2020,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2021,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2022,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2023,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2024,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2025,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2026,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2027,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2028,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2029,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2030,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2031,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2032,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2033,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2034,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2035,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2036,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2037,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2038,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2039,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2040,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2041,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2042,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2043,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2044,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2045,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2046,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2047,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2048,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2049,0
Current Policies,Saskatchewan,Uranium,Primary Fuel,2050,0
Current Policies,Yukon,Uranium,Primary Fuel,2005,0
Current Policies,Yukon,Uranium,Primary Fuel,2006,0
Current Policies,Yukon,Uranium,Primary Fuel,2007,0
Current Policies,Yukon,Uranium,Primary Fuel,2008,0
Current Policies,Yukon,Uranium,Primary Fuel,2009,0
Current Policies,Yukon,Uranium,Primary Fuel,2010,0
Current Policies,Yukon,Uranium,Primary Fuel,2011,0
Current Policies,Yukon,Uranium,Primary Fuel,2012,0
Current Policies,Yukon,Uranium,Primary Fuel,2013,0
Current Policies,Yukon,Uranium,Primary Fuel,2014,0
Current Policies,Yukon,Uranium,Primary Fuel,2015,0
Current Policies,Yukon,Uranium,Primary Fuel,2016,0
Current Policies,Yukon,Uranium,Primary Fuel,2017,0
Current Policies,Yukon,Uranium,Primary Fuel,2018,0
Current Policies,Yukon,Uranium,Primary Fuel,2019,0
Current Policies,Yukon,Uranium,Primary Fuel,2020,0
Current Policies,Yukon,Uranium,Primary Fuel,2021,0
Current Policies,Yukon,Uranium,Primary Fuel,2022,0
Current Policies,Yukon,Uranium,Primary Fuel,2023,0
Current Policies,Yukon,Uranium,Primary Fuel,2024,0
Current Policies,Yukon,Uranium,Primary Fuel,2025,0
Current Policies,Yukon,Uranium,Primary Fuel,2026,0
Current Policies,Yukon,Uranium,Primary Fuel,2027,0
Current Policies,Yukon,Uranium,Primary Fuel,2028,0
Current Policies,Yukon,Uranium,Primary Fuel,2029,0
Current Policies,Yukon,Uranium,Primary Fuel,2030,0
Current Policies,Yukon,Uranium,Primary Fuel,2031,0
Current Policies,Yukon,Uranium,Primary Fuel,2032,0
Current Policies,Yukon,Uranium,Primary Fuel,2033,0
Current Policies,Yukon,Uranium,Primary Fuel,2034,0
Current Policies,Yukon,Uranium,Primary Fuel,2035,0
